,news,date
46,Will his commitment to “free speech’” extend beyond conservatives in the U.S. and to the billions of people in the Global South?,2022-11-14T10:00:08+0000
47,"With the collapse of the giant cryptocurrency exchange, investors are asking whether regulators or the venture capitalists who funded FTX, are at fault.",2022-11-14T12:57:41+0000
48,His hard-charging style may not be so great for Twitter.,2022-11-14T20:00:05+0000
49,His hard-charging style may not be so great for Twitter.,2022-11-14T20:00:05+0000
50,"Users disclosed long-ago indiscretions, made pleas for money and revealed silly quirks as they feared the social platform’s days might be numbered.",2022-11-14T20:09:31+0000
51,"We took a ride with Tesla’s experimental self-driving system. It was by turns intriguing, impressive and scary.",2022-11-15T03:45:50+0000
52,"Ryan Mac, a New York Times technology reporter, discussed the flurry of recent news surrounding Twitter’s new owner, Elon Musk, and the “gold mine” of sources the platform offers.",2022-11-15T08:00:05+0000
53,"Stocks rallied in Asia on Tuesday following a historic meeting between President Biden and his Chinese counterpart, Xi Jinping.",2022-11-15T13:16:56+0000
54,"Mr. Musk, who is rapidly transforming the social media company, also has cut its contractor work force.",2022-11-15T22:31:30+0000
55,A shareholder is asking the court to void a 2018 compensation package that has paid the chief executive nearly $50 billion.,2022-11-16T10:00:23+0000
56,A shareholder is asking the court to void a 2018 compensation package that has paid the chief executive nearly $50 billion.,2022-11-16T10:00:23+0000
57,The billionaire chief executive testified about a multibillion-dollar compensation package the electric car company’s board put in place in 2018.,2022-11-16T15:29:32+0000
58,The billionaire chief executive testified about a multibillion-dollar compensation package the electric car company’s board put in place in 2018.,2022-11-16T15:29:32+0000
59,Mr. Musk said that workers would need to answer through an online form by late Thursday and that those who stayed would be “working long hours at high intensity.”,2022-11-16T16:15:18+0000
60,Charges filed with federal regulators accuse the company of retaliating against eight workers over an open letter critical of the chief executive.,2022-11-17T10:00:15+0000
61,"The crypto exchange’s collapse is stoking fears of contagion across the industry. Meanwhile, FTX’s founder, Sam Bankman-Fried, is still speaking out.",2022-11-17T13:32:18+0000
62,"The crypto exchange’s collapse is stoking fears of contagion across the industry. Meanwhile, FTX’s founder, Sam Bankman-Fried, is still speaking out.",2022-11-17T13:32:18+0000
63,"Mr. Musk, Twitter’s new owner, had given employees a Thursday deadline to decide whether to leave or stay “to build a breakthrough Twitter 2.0.”",2022-11-17T20:44:29+0000
64,"Sam Bankman-Fried’s DMs go public, and Congress announces an investigation. Tech’s nightmare November continues.",2022-11-18T10:00:08+0000
65,"Those worried about the service’s longevity can preserve their tweets, media and direct messages.",2022-11-18T11:25:45+0000
66,"Hundreds of workers decided to leave the troubled social network, after Elon Musk demanded employees commit to a new “hard core” work environment.",2022-11-18T12:47:24+0000
67,Elon Musk’s brand of radical transformation has unavoidable limits.,2022-11-18T19:05:47+0000
68,Mr. Musk sent emails on Friday asking to learn about Twitter’s underlying technology as key infrastructure teams have been decimated.,2022-11-18T19:26:40+0000
69,The many departures have set off a wave of hand-wringing about whether the site can continue to operate well.,2022-11-18T22:34:39+0000
70,"Facebook has become my modern-day version of a bazaar, with its rows of tiny stalls offering untold treasures.",2022-11-19T14:00:07+0000
71,"Musk, Bezos, Bankman-Fried, Trump — some of our most prominent billionaires laid waste to their carefully cultivated image as benevolent saviors.",2022-11-19T14:23:57+0000
72,"Mr. Musk, who had asked Twitter users about whether to bring back the former president to the service, said, “The people have spoken.”",2022-11-20T01:24:43+0000
73,Elon Musk’s decision to activate Donald Trump’s account is a dangerous one.,2022-11-20T17:40:14+0000
74,You don’t need Twitter — or any social media platform — nearly as much as you think you do.,2022-11-20T20:00:05+0000
75,Shares in the entertainment giant climbed more than 9 percent in premarket trading on Monday following the ouster of chief executive officer Bob Chapek.,2022-11-21T13:18:58+0000
76,Readers discuss Attorney General Merrick Garland’s decision to appoint one. Also: Donald Trump and Elon Musk; heroism in Colorado; Qatar’s dark side.,2022-11-21T17:22:26+0000
77,Firing people. Talking of bankruptcy. Telling workers to be “hard core.” Mr. Musk has repeatedly used those tactics at many of his companies.,2022-11-21T19:04:54+0000
78,Firing people. Talking of bankruptcy. Telling workers to be “hard core.” Mr. Musk has repeatedly used those tactics at many of his companies.,2022-11-21T19:04:54+0000
79,"With Robert Iger back in charge at Disney, his to-do list takes shape: turn around the streaming businesses, and groom a successor.",2022-11-22T13:25:53+0000
80,"Readers discuss Mr. Musk’s takeover and his decision to let Donald Trump back. Also: A climate negotiator; too much Trump; red states, blue states.",2022-11-22T16:50:02+0000
81,"Corporate governance experts say the electric-car maker’s directors may need to rein in the chief executive, with whom many have personal ties.",2022-11-22T17:01:00+0000
82,"Corporate governance experts say the electric-car maker’s directors may need to rein in the chief executive, with whom many have personal ties.",2022-11-22T17:01:00+0000
83,Mr. Musk and his advisers are examining all types of expenses at Twitter. Some of the social media company’s vendors have gotten stiffed.,2022-11-22T18:49:43+0000
84,"Elon Musk made Twitter Blue, an existing subscription service, the backbone of his strategy to increase revenue. We looked at who has signed up for it.",2022-11-23T10:00:06+0000
85,"As employees in tech face layoffs, an emoji meets its moment.",2022-11-23T10:00:16+0000
86,Musk is pushing a prepandemic mind-set that some bosses may long for but many employees are determined never to go back to.,2022-11-23T10:00:21+0000
87,"The crypto exchange’s founder, Sam Bankman-Fried, says the company suffered a $51 billon collapse in collateral, but he thinks filing for Chapter 11 was a mistake.",2022-11-23T13:29:58+0000
88,"The platform’s near-death experience shows that the digital spaces of civic life have been privatized, to our collective detriment.",2022-11-26T16:00:05+0000
89,"Stock markets in Asia and Europe fell on Monday, as did U.S. futures and crude prices, as investors worried about the fallout of social unrest in China.",2022-11-28T12:28:03+0000
90,"In a series of tweets on Monday, Mr. Musk accused Apple of threatening to pull Twitter from its App Store and of trying to censor.",2022-11-28T20:13:22+0000
91,The Twitter owner’s latest fight is a big one: the market dominance of Apple’s App Store.,2022-11-29T12:41:23+0000
92,It’s harder.,2022-11-30T00:00:05+0000
93,"Speaking at the DealBook summit, the Ukrainian leader said the billionaire would do well to fully understand the situation before making pronouncements about it.",2022-11-30T15:48:48+0000
94,"During an interview at The New York Times’ DealBook Summit, President Volodymyr Zelensky of Ukraine rebuked Elon Musk’s peace proposal that included ceding territory to Russia.",2022-11-30T16:46:47+0000
0,"The idea reflects frustration with the difficulty in holding anyone accountable in the war, and actually reaching trials in a new court is likely to be very hard.",2022-12-01T00:00:13+0000
1,"Mr. Musk, who had said the company was trying to sabotage Twitter, met with Apple’s chief executive, Tim Cook, on Wednesday.",2022-12-01T01:03:08+0000
2,"The tech multibillionaire said his company, Neuralink, was seeking government approval to test his device in people, and predicted it could happen in six months. Others have been conducting similar tests for years, but no device has been marketed commercially.",2022-12-01T04:18:17+0000
3,"Crypto, the economy, China, streaming wars, Elon Musk and other big topics dominated this year’s DealBook Summit.",2022-12-01T16:47:10+0000
4,Hooray! He’s not Trump! Doesn’t mean he’s much better.,2022-12-01T17:00:04+0000
5,"The tweet was deleted before the rapper’s account was shut down. Twitter’s chief executive, Elon Musk, said the post violated a rule against inciting violence.",2022-12-02T08:16:00+0000
